Date,Open,High,Low,Close,Volume
2020-01-02 00:00:00+00:00,297.35635228015616,298.59710421158724,296.4280812418252,298.5787048339844,59151200
2020-01-03 00:00:00+00:00,295.1689404224427,297.4482473309102,295.1137983885776,296.3177795410156,77709700
2020-01-06 00:00:00+00:00,294.55311499994644,297.53092471080305,294.43363125828694,297.4482116699219,55653900
2020-01-07 00:00:00+00:00,296.8783879120139,297.356322917187,296.1615134520832,296.61187744140625,40496400
2020-01-08 00:00:00+00:00,296.80491175584825,299.415071092202,296.5567725820942,298.1927185058594,68296000
2020-01-09 00:00:00+00:00,299.76423322827105,300.2881104865505,299.1760142615381,300.2145690917969,48473300
2020-01-10 00:00:00+00:00,300.80279505064306,300.95902143443385,298.881939773459,299.35064697265625,53029300
2020-01-13 00:00:00+00:00,299.9756749401628,301.418595467985,299.5437103362365,301.409423828125,47086800
2020-01-14 00:00:00+00:00,300.96832250326685,302.02524903889974,300.38930301433004,300.949951171875,62832800
2020-01-15 00:00:00+00:00,300.85798837525687,302.39282170228535,300.7752753260005,301.6300048828125,72056600
2020-01-16 00:00:00+00:00,303.01773975305434,304.1390075683594,302.78797198801493,304.1390075683594,54050300
2020-01-17 00:00:00+00:00,304.8558950668137,305.297031244174,304.07467902230604,305.0856628417969,95846000
2020-01-21 00:00:00+00:00,304.1205974133801,305.2970072067569,304.0470840722161,304.48822021484375,77742400
2020-01-22 00:00:00+00:00,305.3522134207883,306.004774181987,304.36882853088946,304.5250549316406,48914900
2020-01-23 00:00:00+00:00,303.8725746929403,305.2879524707691,302.7513064880326,304.8743591308594,51963000
2020-01-24 00:00:00+00:00,305.53605936740274,305.61877241707987,300.8671615459876,302.1630554199219,87578400
2020-01-27 00:00:00+00:00,296.88752400438364,298.80837915802067,296.54747219913145,297.3194885253906,84062500
2020-01-28 00:00:00+00:00,298.75323441177113,301.31745050446847,297.4113985270296,300.4351501464844,63834000
2020-01-29 00:00:00+00:00,301.804677949002,302.03444580442965,299.9849064367947,300.1871032714844,53888900
2020-01-30 00:00:00+00:00,298.10993165792723,301.37265136361,297.35631456325456,301.1612548828125,75491800
2020-01-31 00:00:00+00:00,300.53624352368223,300.6924979485136,294.7736779423253,295.6927490234375,113845600
2020-02-03 00:00:00+00:00,297.1816685577298,299.76425630272183,297.06218481792587,297.88934326171875,69083000
2020-02-04 00:00:00+00:00,301.5196634954348,303.302663679097,301.19798299981704,302.4295349121094,62573200
2020-02-05 00:00:00+00:00,305.3797484796294,306.1333935234226,303.90925713776153,305.9219970703125,65951100
2020-02-06 00:00:00+00:00,306.88710480995627,307.14444365511315,305.8669210699136,306.9514465332031,50359700
2020-02-07 00:00:00+00:00,305.8852798546061,306.96057743895364,304.76401188211247,305.3154602050781,64139400
2020-02-10 00:00:00+00:00,304.4238875093377,307.6590072267246,304.3871168171458,307.59466552734375,42070000
2020-02-11 00:00:00+00:00,308.95496605575715,309.74535379435173,307.5947306349402,308.1278076171875,54864500
2020-02-12 00:00:00+00:00,309.5707299192885,310.32437501033536,309.2031070607716,310.1130065917969,43992700
2020-02-13 00:00:00+00:00,308.6792991735415,310.75640946058047,308.40358897961266,309.7821960449219,54501900
2020-02-14 00:00:00+00:00,310.19569883120136,310.3978955970013,308.9917179227911,310.2784118652344,64582200
2020-02-18 00:00:00+00:00,309.27659353975105,310.3427192736057,308.0817844019626,309.4787902832031,57226200
2020-02-19 00:00:00+00:00,310.45301823472477,311.6385996963271,310.1681084526818,310.95849609375,48814700
2020-02-20 00:00:00+00:00,310.4070762759255,311.2342627359956,306.6756497102531,309.6810302734375,74163400
2020-02-21 00:00:00+00:00,308.3208557870311,308.6333366690219,305.6647262183634,306.4919128417969,113788200
2020-02-24 00:00:00+00:00,296.9886977552083,306.5654044917158,295.24243993861,296.32696533203125,161088400
2020-02-25 00:00:00+00:00,297.72394817993217,298.3397102214259,286.4653251703709,287.3476257324219,218913200
2020-02-26 00:00:00+00:00,288.7537840258982,292.36572712469683,285.5554341878652,286.2906799316406,194773800
2020-02-27 00:00:00+00:00,280.73952266151736,286.34586342508396,273.43292236328125,273.43292236328125,284353500
2020-02-28 00:00:00+00:00,265.3357919915502,273.7820561865311,262.4315244510947,272.2839660644531,384975800
2020-03-02 00:00:00+00:00,274.07627384491605,284.140116875848,270.6297561011494,284.0757751464844,238703600
2020-03-03 00:00:00+00:00,284.4525961592411,288.4413626394821,273.48808117123883,275.9419860839844,300139100
2020-03-04 00:00:00+00:00,281.34611748356053,287.76124561083054,278.78190056084946,287.5406494140625,176613400
2020-03-05 00:00:00+00:00,280.29837745012924,283.50592733790194,275.73059193007856,277.9822998046875,186366800
2020-03-06 00:00:00+00:00,269.42573743951846,274.6001131820452,266.7420650354268,273.3869323730469,228667200
2020-03-09 00:00:00+00:00,253.02028058245492,261.19083670475067,251.32002136494776,252.03689575195312,309417300
2020-03-10 00:00:00+00:00,261.60437355935454,265.17034535182074,251.36590952208283,265.0784606933594,276444100
2020-03-11 00:00:00+00:00,257.98332402832887,259.1229634601604,248.95803716936013,252.15638732910156,255316300
2020-03-12 00:00:00+00:00,235.28221736385123,245.07951931200697,227.63553856804782,228.03074645996094,392220700
2020-03-13 00:00:00+00:00,241.79840800920877,249.50942786326908,228.40754961411017,247.52423095703125,329566100
2020-03-16 00:00:00+00:00,221.66156120655316,236.1093600230753,218.15071689635337,220.439208984375,297240000
2020-03-17 00:00:00+00:00,225.2092003066649,235.43848125738805,217.8842157567262,232.34120178222656,262070500
2020-03-18 00:00:00+00:00,217.13055539131165,228.26969304690914,209.5666038857511,220.5770721435547,327597100
2020-03-19 00:00:00+00:00,219.88779741268638,227.35985119172935,213.4267276221181,221.0458221435547,289322000
2020-03-20 00:00:00+00:00,224.21303318635862,226.00651784378636,211.24264355315836,211.51998901367188,347158800
2020-03-23 00:00:00+00:00,210.95607325737478,212.33353276775054,201.77602391744185,206.11181640625,326025200
2020-03-24 00:00:00+00:00,216.71557147355358,225.6645027413418,216.1424011076223,224.78623962402344,235494500
2020-03-25 00:00:00+00:00,226.37636027644552,236.9893514752033,221.64304920373777,228.15135192871094,299430300
2020-03-26 00:00:00+00:00,230.67515538917098,242.95217610777343,230.24065072917423,241.47303771972656,257632800
2020-03-27 00:00:00+00:00,234.14191293136693,241.11245196766592,232.08957620077558,234.28057861328125,224341200
2020-03-30 00:00:00+00:00,236.38839610745427,242.61011263005946,234.38228584998356,241.88902282714844,171369500
2020-03-31 00:00:00+00:00,240.88134333433513,243.4421304117321,236.8691228947717,238.2835693359375,194881100
2020-04-01 00:00:00+00:00,229.25145389535197,238.20038498234587,225.47959177832593,227.55966186523438,189554600
2020-04-02 00:00:00+00:00,226.67216699098591,233.5964799738239,226.11747600710618,232.81068420410156,177660400
2020-04-03 00:00:00+00:00,231.82152821757452,234.18819792798593,226.69993889694865,229.4456329345703,135561200
2020-04-06 00:00:00+00:00,238.3668040926241,246.83500464112404,229.427126029286,244.8566131591797,188061200
2020-04-07 00:00:00+00:00,253.5004423310972,254.2585190820614,244.8843513182866,245.10621643066406,201427200
2020-04-08 00:00:00+00:00,247.72247179426137,255.15526345535875,245.21715083889097,253.33404541015625,153774500
2020-04-09 00:00:00+00:00,256.61585797466574,259.9624824760464,254.66522850749328,257.1890563964844,189999200
2020-04-13 00:00:00+00:00,256.2092684453822,256.55132001964955,250.91201129955482,254.84103393554688,114839100
2020-04-14 00:00:00+00:00,259.75909903178814,263.3830266748536,254.70221764081344,262.35687255859375,134143400
2020-04-15 00:00:00+00:00,256.60669601387923,262.4956010018621,254.65603785042504,256.7823486328125,121775000
2020-04-16 00:00:00+00:00,258.06726960795777,258.8808123710406,254.93331306920322,258.02105712890625,131798300
2020-04-17 00:00:00+00:00,263.8268813194483,265.6018588746599,261.07193356078005,264.9917297363281,146684800
2020-04-20 00:00:00+00:00,261.2659833305838,265.1303120046012,260.10116349306963,260.3230285644531,100109300
2020-04-21 00:00:00+00:00,255.830109499665,257.04117012032134,251.47580967972243,252.41879272460938,126385700
2020-04-22 00:00:00+00:00,257.3277006666534,259.7775545240641,255.99645400210824,258.02105712890625,92951600
2020-04-23 00:00:00+00:00,259.3061384249286,262.49559036286263,257.69755999332085,258.00262451171875,104709700
2020-04-24 00:00:00+00:00,259.5279696881477,262.27366254824574,257.46637954454104,261.5987854003906,85063200
2020-04-27 00:00:00+00:00,263.5865265945399,266.49861962269483,263.12428871030073,265.3707580566406,77896600
2020-04-28 00:00:00+00:00,269.0409699603586,269.39227532123107,263.84541984496923,264.1505126953125,105270000
2020-04-29 00:00:00+00:00,269.51231775474287,272.6093160507383,268.47690979957144,271.0654296875,118745600
2020-04-30 00:00:00+00:00,269.6787433160945,271.1671635588947,266.79438423686474,268.5416564941406,122901700
2020-05-01 00:00:00+00:00,263.7621945498944,268.70814584074884,260.2584232845144,261.4325256347656,125180000
2020-05-04 00:00:00+00:00,259.53731280133104,262.45865955432316,258.04892038724995,262.1535949707031,80873200
2020-05-05 00:00:00+00:00,264.9916172168963,267.40448424131097,262.2828831085632,264.5755920410156,79569900
2020-05-06 00:00:00+00:00,266.28596655842614,266.6742305212483,262.347691373259,262.7821960449219,73632600
2020-05-07 00:00:00+00:00,266.01781453590644,267.8944985976931,265.44464426276255,265.9530944824219,75250400
2020-05-08 00:00:00+00:00,269.1055292810306,270.82506812205344,267.96841443111634,270.35357666015625,76452400
2020-05-11 00:00:00+00:00,268.41221763685536,271.7958014072516,267.9869667995307,270.4090881347656,79514200
2020-05-12 00:00:00+00:00,271.6017329054093,272.017730056696,264.88077628498786,265.01947021484375,95870800
2020-05-13 00:00:00+00:00,264.4553967283358,265.5000583103102,257.8916165881426,260.3322448730469,144721100
2020-05-14 00:00:00+00:00,257.8825416878287,263.5772879209333,252.3726454785997,263.4478759765625,121977900
2020-05-15 00:00:00+00:00,261.04414141750516,264.70505648386165,260.0919327846756,264.6588439941406,111146300
2020-05-18 00:00:00+00:00,270.91756766232015,274.3381387225652,270.5940237673094,272.7203063964844,119703800
2020-05-19 00:00:00+00:00,272.1193539824587,273.83886477501505,269.9006185480062,269.9190979003906,95189300
2020-05-20 00:00:00+00:00,273.47842309649246,275.3735870986139,273.24730415902593,274.50457763671875,85861700
2020-05-21 00:00:00+00:00,274.37509610228363,275.18863906983813,271.5092163621271,272.6093444824219,78293900
2020-05-22 00:00:00+00:00,272.32275550471144,273.3026972802053,271.0747079339589,273.1270446777344,63958200
2020-05-26 00:00:00+00:00,279.1269489595702,279.3673216762235,273.1455898885659,276.4921875,88951400
2020-05-27 00:00:00+00:00,279.3025651137045,280.64306602531383,274.4490681901454,280.6060791015625,104817400
2020-05-28 00:00:00+00:00,281.641460485476,283.6660641238204,279.4134711049725,280.0883483886719,90405200
2020-05-29 00:00:00+00:00,279.616916798666,281.92810608566464,276.85274343949885,281.3364562988281,119090800
2020-06-01 00:00:00+00:00,280.68930991460604,283.0836986125022,280.1716057752101,282.4735412597656,55758300
2020-06-02 00:00:00+00:00,283.3979620169692,284.8586491513497,282.0574894281056,284.8124084472656,74267200
2020-06-03 00:00:00+00:00,286.8093286276454,289.5642763365017,286.5319972061454,288.6028137207031,92567600
2020-06-04 00:00:00+00:00,287.6135771555438,289.36084950136456,285.7368929023039,287.8446960449219,75794400
2020-06-05 00:00:00+00:00,293.2714158506908,297.00627710294424,293.20669578517834,295.2220458984375,150524700
2020-06-08 00:00:00+00:00,296.03554964324275,298.9846287841616,295.49011247657876,298.7904968261719,73641200
2020-06-09 00:00:00+00:00,296.10948782574224,298.8644349394058,295.24047860910855,296.5625,77479200
2020-06-10 00:00:00+00:00,297.1450196957408,298.04176233711195,294.1866858939824,294.90777587890625,95000800
2020-06-11 00:00:00+00:00,287.93711958413866,288.57500991013643,277.35189246861114,277.90655517578125,209243600
2020-06-12 00:00:00+00:00,284.96037710591537,285.73693329848106,276.04844614220104,281.2347412109375,194678900
2020-06-15 00:00:00+00:00,275.5122453434782,284.99737530784336,274.3289175442653,283.8602600097656,135782700
2020-06-16 00:00:00+00:00,291.6535796826212,291.80149916782295,284.4334273244577,289.3238830566406,137627500
2020-06-17 00:00:00+00:00,290.35002915153177,290.6458680847277,287.3824424619322,288.1220397949219,83398900
2020-06-18 00:00:00+00:00,286.5966900520467,288.71371886484155,286.1344522516145,288.2330017089844,80828700
2020-06-19 00:00:00+00:00,291.7206933521213,291.91567966607613,284.6266032887639,286.5858459472656,135549600
2020-06-22 00:00:00+00:00,285.98215051313076,288.82349182330006,284.8307654516488,288.4242248535156,74649400
2020-06-23 00:00:00+00:00,291.0892111637839,292.027049548109,289.34354413973375,289.7521057128906,68471200
2020-06-24 00:00:00+00:00,287.70002810968066,288.32216496828954,280.5131076529364,282.36090087890625,132813500
2020-06-25 00:00:00+00:00,281.78521514723536,285.65725563286617,279.7517017632359,285.3879699707031,89468000
2020-06-26 00:00:00+00:00,284.28300664350064,284.4965819439065,278.0246297632514,278.6095886230469,127961000
